Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 11	757.922	160	13.9379	5.82082	8.1171	0	0.400549	0.599451	0		0.363782	0.524418	0.109292	0.00250803	0.0781967	0.212702	0.330854	0.378247	
Seg 12	786.33	160	13.3087	5.11765	8.191	0	0.367789	0.632211	0		0.36815	0.521952	0.10734	0.00255754	0.082065	0.21824	0.327591	0.372103	
Seg 13	813.822	160	12.7496	4.48675	8.26284	0	0.335669	0.664331	0		0.372323	0.519458	0.105608	0.0026102	0.0858592	0.2234	0.324428	0.366313	
Seg 14	840.503	160	12.2491	3.91617	8.33294	0	0.304134	0.695866	0		0.376323	0.51695	0.104062	0.00266576	0.0895879	0.228222	0.32136	0.36083	
Seg 15	866.463	160	11.7981	3.39652	8.40158	0	0.273137	0.726863	0		0.380165	0.514436	0.102675	0.00272404	0.0932584	0.232743	0.318381	0.355617	
Seg 16	891.777	160	11.3893	2.92032	8.46898	0	0.242638	0.757362	0		0.383865	0.511924	0.101425	0.00278492	0.0968771	0.236992	0.315487	0.350644	
Seg 17	916.51	160	11.0169	2.48152	8.53533	0	0.212604	0.787396	0		0.387435	0.50942	0.100296	0.00284829	0.100449	0.240996	0.312672	0.345883	
Seg 18	940.698	160	10.6763	2.07551	8.60074	0	0.183841	0.816159	0		0.390882	0.506931	0.0992734	0.00291406	0.103977	0.244772	0.309934	0.341317	
Seg 19	964.397	160	10.3634	1.69804	8.6654	0	0.155369	0.844631	0		0.394215	0.504458	0.0983446	0.00298219	0.107464	0.248342	0.307268	0.336926	
Seg 20	987.656	160	10.075	1.34556	8.72943	0	0.127043	0.872957	0		0.397444	0.502004	0.0974993	0.00305268	0.110916	0.251724	0.304669	0.332691	
Seg 21	1005.55	160	9.86481	1.0857	8.7791	0	0.110054	0.889946	0		0.399898	0.500101	0.0968913	0.00310939	0.11359	0.254245	0.302682	0.329484	
Seg 22	1023.08	160	9.66805	0.839901	8.82815	0	0.0868709	0.913129	0		0.402278	0.498225	0.0963293	0.0031671	0.116227	0.256648	0.300746	0.326379	
Seg 23	1040.28	160	9.48346	0.606828	8.87664	0	0.0639859	0.936014	0		0.404588	0.496377	0.0958093	0.00322582	0.118827	0.258944	0.298858	0.323371	
Seg 24	1057.16	160	9.30994	0.385323	8.92461	0	0.041387	0.958613	0		0.406831	0.494556	0.0953277	0.00328551	0.121394	0.261138	0.297015	0.320452	
Seg 25	1073.75	160	9.14649	0.174366	8.97213	0	0.0190631	0.980937	0		0.409011	0.492762	0.0948813	0.00334618	0.123929	0.263238	0.295216	0.317617	
Seg 26	1090.09	160	9.01203	0	9.01203	0	0	1	0		0.126093	0.264981	0.293695	0.315231	0.126093	0.264981	0.293695	0.315231	
Seg 27	1106.43	160	9.00633	0	9.00633	0	0	1	0		0.126093	0.264981	0.293695	0.315231	0.126093	0.264981	0.293695	0.315231	
Seg 28	1122.75	160	9.00067	0	9.00067	0	0	1	0		0.126093	0.264981	0.293695	0.315231	0.126093	0.264981	0.293695	0.315231	
Seg 29	1139.06	160	8.99506	0	8.99506	0	0	1	0		0.126093	0.264981	0.293695	0.315231	0.126093	0.264981	0.293695	0.315231	
Seg 30	1155.37	160	8.98948	0	8.98948	0	0	1	0		0.126093	0.264981	0.293695	0.315231	0.126093	0.264981	0.293695	0.315231	


275.687   	300       	160       	195.256   	6056.43   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	45.7687	38.9802	6.78849	0	0.851678	0.148322	0		0.27693	0.528978	0.191379	0.00271269	0.0236045	0.0935058	0.362261	0.520629	
Seg 1	367.406	160	35.3658	28.3396	7.02614	0	0.793692	0.206308	0		0.291622	0.537498	0.168403	0.00247791	0.0304945	0.114871	0.365046	0.489589	
Seg 2	424.188	160	29.4407	22.2372	7.20346	0	0.745214	0.254786	0		0.302846	0.541067	0.153715	0.00237159	0.0365823	0.132003	0.363571	0.467843	
Seg 3	473.976	160	25.5448	18.1965	7.34831	0	0.700328	0.299672	0		0.312088	0.542222	0.143366	0.00232332	0.042126	0.146316	0.360564	0.450994	
Seg 4	518.777	160	22.7536	15.2806	7.47306	0	0.658022	0.341978	0		0.320049	0.54204	0.135605	0.0023067	0.0472758	0.158609	0.356963	0.437153	
Seg 5	559.82	160	20.6373	13.053	7.58424	0	0.617728	0.382272	0		0.327108	0.541053	0.129529	0.00230956	0.0521265	0.169374	0.353152	0.425347	
Seg 6	597.919	160	18.9666	11.281	7.68565	0	0.579059	0.420941	0		0.333498	0.539557	0.12462	0.0023255	0.0567418	0.178942	0.349304	0.415012	
Seg 7	633.645	160	17.6078	9.82802	7.77973	0	0.541742	0.458258	0		0.339366	0.537724	0.12056	0.00235083	0.061167	0.187541	0.345502	0.40579	
Seg 8	667.412	160	16.4766	8.60843	7.86813	0	0.505572	0.494428	0		0.344815	0.535663	0.117139	0.00238328	0.0654352	0.19534	0.341783	0.397442	
Seg 9	699.535	160	15.5174	7.56542	7.95201	0	0.470394	0.529606	0		0.349918	0.533447	0.114213	0.00242138	0.0695718	0.202466	0.338165	0.389798	
Seg 10	730.257	160	14.6919	6.65971	8.03224	0	0.436086	0.563914	0		0.35473	0.531124	0.111682	0.00246414	0.0735963	0.209016	0.334655	0.382733	
Seg 11	759.773	160	13.9726	5.86316	8.10947	0	0.40255	0.59745	0		0.359291	0.528728	0.109469	0.00251089	0.0775245	0.215068	0.331253	0.376154	
Seg 12	788.238	160	13.3393	5.15507	8.18422	0	0.369709	0.630291	0		0.363635	0.526284	0.10752	0.00256115	0.081369	0.220685	0.327957	0.369989	
Seg 13	815.779	160	12.7767	4.51979	8.25688	0	0.337497	0.662503	0		0.367785	0.523809	0.105791	0.00261457	0.0851402	0.225918	0.324763	0.364179	
Seg 14	842.505	160	12.2731	3.94525	8.3278	0	0.30586	0.69414	0		0.371764	0.521317	0.104247	0.00267091	0.0888468	0.23081	0.321664	0.358679	
Seg 15	868.504	160	11.8192	3.42201	8.39724	0	0.274751	0.725249	0		0.375589	0.518818	0.102864	0.00272999	0.0924962	0.235396	0.318657	0.353451	
Seg 16	893.853	160	11.408	2.94252	8.46543	0	0.244132	0.755868	0		0.379272	0.516319	0.101618	0.00279168	0.0960945	0.239707	0.315735	0.348464	
Seg 17	918.616	160	11.0333	2.50068	8.53258	0	0.213968	0.786032	0		0.382827	0.513826	0.100492	0.00285589	0.0996469	0.243768	0.312894	0.343691	
Seg 18	942.833	160	10.6906	2.09182	8.59881	0	0.185031	0.814969	0		0.38626	0.511345	0.0994726	0.00292253	0.103155	0.2476	0.310131	0.339114	
Seg 19	966.557	160	10.376	1.7117	8.66426	0	0.156425	0.843575	0		0.389581	0.50888	0.0985474	0.00299155	0.106625	0.251222	0.307441	0.334712	
Seg 20	989.837	160	10.0858	1.35675	8.72908	0	0.127956	0.872044	0		0.392799	0.506432	0.0977057	0.00306295	0.110059	0.254653	0.304819	0.330469	
Seg 21	1007.75	160	9.87435	1.09496	8.77939	0	0.110886	0.889114	0		0.395246	0.504533	0.0971004	0.00312041	0.112721	0.257212	0.302815	0.327253	
Seg 22	1025.3	160	9.6764	0.847325	8.82907	0	0.0875631	0.912437	0		0.39762	0.50266	0.0965411	0.0031789	0.115345	0.259652	0.300861	0.324142	
Seg 23	1042.52	160	9.4907	0.612508	8.87819	0	0.0645357	0.935464	0		0.399924	0.500814	0.0960239	0.00323839	0.117935	0.261982	0.298957	0.321127	
Seg 24	1059.42	160	9.31615	0.389345	8.9268	0	0.0417911	0.958209	0		0.402161	0.498995	0.095545	0.00329888	0.12049	0.264209	0.297099	0.318202	
Seg 25	1076.02	160	9.15175	0.176804	8.97495	0	0.0193185	0.980681	0		0.404336	0.497202	0.0951014	0.00336036	0.123014	0.266341	0.295284	0.315361	
Seg 26	1092.38	160	9.01569	0	9.01569	0	0	1	0		0.125182	0.26812	0.293741	0.312956	0.125182	0.26812	0.293741	0.312956	
Seg 27	1108.72	160	9.00994	0	9.00994	0	0	1	0		0.125182	0.26812	0.293741	0.312956	0.125182	0.26812	0.293741	0.312956	
Seg 28	1125.05	160	9.00423	0	9.00423	0	0	1	0		0.125182	0.26812	0.293741	0.312956	0.125182	0.26812	0.293741	0.312956	
Seg 29	1141.38	160	8.99856	0	8.99856	0	0	1	0		0.125182	0.26812	0.293741	0.312956	0.125182	0.26812	0.293741	0.312956	
Seg 30	1157.69	160	8.99294	0	8.99294	0	0	1	0		0.125182	0.26812	0.293741	0.312956	0.125182	0.26812	0.293741	0.312956	


278.649   	300       	160       	201.243   	5995.57   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	46.8974	40.1768	6.72053	0	0.856697	0.143303	0		0.265876	0.538811	0.192607	0.00270605	0.0226966	0.0953317	0.364375	0.517597	
Seg 1	368.663	160	36.0522	29.0851	6.96711	0	0.799412	0.200588	0		0.280215	0.548057	0.16926	0.00246801	0.0294592	0.117637	0.367397	0.485507	
Seg 2	426.335	160	29.9255	22.7751	7.15047	0	0.751253	0.248747	0		0.291152	0.552079	0.154407	0.00236215	0.0354275	0.135499	0.365888	0.463186	
Seg 3	476.803	160	25.9151	18.6151	7.30001	0	0.706592	0.293408	0		0.300156	0.553554	0.143975	0.00231536	0.0408594	0.150411	0.362768	0.445962	
Seg 4	522.148	160	23.0502	15.6214	7.42874	0	0.664437	0.335563	0		0.307914	0.553616	0.13617	0.00230056	0.0459044	0.163212	0.359032	0.431852	
Seg 5	563.639	160	20.882	13.3386	7.54342	0	0.624227	0.375773	0		0.314799	0.552826	0.130069	0.00230539	0.0506563	0.174421	0.355081	0.419842	
Seg 6	602.115	160	19.1728	11.5248	7.64804	0	0.585585	0.414415	0		0.321037	0.551492	0.125149	0.00232334	0.0551782	0.184382	0.351096	0.409344	
Seg 7	638.162	160	17.7841	10.039	7.74511	0	0.548241	0.451759	0		0.326771	0.549795	0.121083	0.00235073	0.0595147	0.193335	0.347161	0.399989	
Seg 8	672.206	160	16.629	8.79268	7.83634	0	0.511997	0.488003	0		0.332101	0.547852	0.117662	0.00238526	0.0636984	0.201455	0.343317	0.39153	
Seg 9	704.57	160	15.6503	7.72734	7.92294	0	0.4767	0.5233	0		0.337098	0.545737	0.11474	0.00242547	0.0677543	0.208875	0.33958	0.38379	
Seg 10	735.504	160	14.8084	6.80257	8.0058	0	0.442233	0.557767	0		0.341814	0.543502	0.112213	0.00247038	0.0717017	0.215696	0.335958	0.376644	
Seg 11	765.205	160	14.0751	5.98949	8.08559	0	0.4085	0.5915	0		0.34629	0.541183	0.110007	0.00251931	0.0755559	0.221999	0.332451	0.369994	
Seg 12	793.833	160	13.4297	5.26682	8.16284	0	0.375427	0.624573	0		0.350556	0.538807	0.108066	0.00257179	0.0793295	0.22785	0.329054	0.363766	
Seg 13	821.519	160	12.8565	4.61853	8.23797	0	0.342949	0.657051	0		0.354636	0.536392	0.106345	0.00262748	0.0830325	0.233302	0.325765	0.357901	
Seg 14	848.372	160	12.3436	4.03228	8.31132	0	0.311014	0.688986	0		0.358551	0.533952	0.10481	0.00268614	0.0866736	0.238399	0.322576	0.352352	
Seg 15	874.484	160	11.8815	3.49837	8.38317	0	0.279579	0.720421	0		0.362318	0.531499	0.103436	0.0027476	0.0902598	0.243178	0.319482	0.34708	
Seg 16	899.933	160	11.4629	3.00909	8.45377	0	0.248605	0.751395	0		0.365948	0.52904	0.1022	0.00281173	0.0937972	0.24767	0.316479	0.342053	
Seg 17	924.785	160	11.0815	2.55821	8.52331	0	0.21806	0.78194	0		0.369455	0.526582	0.101085	0.00287846	0.097291	0.251904	0.31356	0.337245	
Seg 18	949.083	160	10.7328	2.14089	8.59194	0	0.188608	0.811392	0		0.372846	0.524131	0.100076	0.00294768	0.100743	0.255899	0.310723	0.332635	
Seg 19	972.878	160	10.4127	1.75289	8.65978	0	0.159604	0.840396	0		0.376128	0.521692	0.0991609	0.00301936	0.104158	0.259675	0.307961	0.328205	
Seg 20	996.22	160	10.1175	1.39054	8.72701	0	0.130713	0.869287	0		0.37931	0.519267	0.0983299	0.00309351	0.10754	0.263254	0.305271	0.323935	
Seg 21	1014.19	160	9.90221	1.12297	8.77924	0	0.113401	0.886599	0		0.381734	0.51738	0.0977324	0.00315325	0.110165	0.265925	0.303213	0.320697	
Seg 22	1031.8	160	9.7007	0.869844	8.83086	0	0.089665	0.910335	0		0.384087	0.515518	0.0971811	0.00321404	0.112754	0.268473	0.301208	0.317565	
Seg 23	1049.07	160	9.51172	0.629821	8.8819	0	0.0662131	0.933787	0		0.386371	0.513681	0.096672	0.00327589	0.115309	0.270906	0.299254	0.314532	
Seg 24	1066.01	160	9.33412	0.401698	8.93243	0	0.043034	0.956966	0		0.388591	0.511869	0.0962014	0.00333877	0.117831	0.273231	0.297348	0.31159	
Seg 25	1082.65	160	9.1669	0.184419	8.98248	0	0.0201172	0.979883	0		0.390749	0.510082	0.0957661	0.00340268	0.120322	0.275457	0.295488	0.308733	
Seg 26	1099.04	160	9.02586	0	9.02586	0	0	1	0		0.122507	0.277352	0.293875	0.306266	0.122507	0.277352	0.293875	0.306266	
Seg 27	1115.41	160	9.01995	0	9.01995	0	0	1	0		0.122507	0.277352	0.293875	0.306266	0.122507	0.277352	0.293875	0.306266	
Seg 28	1131.78	160	9.01409	0	9.01409	0	0	1	0		0.122507	0.277352	0.293875	0.306266	0.122507	0.277352	0.293875	0.306266	
Seg 29	1148.13	160	9.00827	0	9.00827	0	0	1	0		0.122507	0.277352	0.293875	0.306266	0.122507	0.277352	0.293875	0.306266	
Seg 30	1164.47	160	9.0025	0	9.0025	0	0	1	0		0.122507	0.277352	0.293875	0.306266	0.122507	0.277352	0.293875	0.306266	


279.072   	300       	160       	202.127   	5987.58   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	47.06	40.3491	6.71084	0	0.857398	0.142602	0		0.264338	0.540174	0.192783	0.00270509	0.0225703	0.0955852	0.364678	0.517167	
Seg 1	368.845	160	36.151	29.1922	6.9588	0	0.800212	0.199788	0		0.278628	0.549524	0.169382	0.00246657	0.0293151	0.118026	0.367735	0.484924	
Seg 2	426.647	160	29.995	22.852	7.14304	0	0.752097	0.247903	0		0.289524	0.55361	0.154506	0.00236078	0.0352667	0.135993	0.366221	0.46252	
Seg 3	477.214	160	25.9682	18.6749	7.29327	0	0.707468	0.292532	0		0.298494	0.55513	0.144062	0.00231421	0.0406829	0.15099	0.363085	0.445243	
Seg 4	522.637	160	23.0926	15.67	7.42257	0	0.665334	0.334666	0		0.306223	0.555228	0.13625	0.00229968	0.0457131	0.163864	0.359328	0.431095	
Seg 5	564.193	160	20.9169	13.3792	7.53776	0	0.625136	0.374864	0		0.313083	0.554466	0.130146	0.00230479	0.0504511	0.175136	0.355357	0.419056	
Seg 6	602.725	160	19.2023	11.5595	7.64284	0	0.586498	0.413502	0		0.319299	0.553154	0.125224	0.00232304	0.0549598	0.185153	0.351352	0.408535	
Seg 7	638.818	160	17.8093	10.069	7.74034	0	0.54915	0.45085	0		0.325014	0.551478	0.121158	0.00235072	0.0592837	0.194157	0.347398	0.399162	
Seg 8	672.903	160	16.6508	8.81882	7.83198	0	0.512895	0.487105	0		0.330327	0.549551	0.117737	0.00238555	0.0634555	0.202323	0.343536	0.390686	
Seg 9	705.303	160	15.6693	7.75029	7.91897	0	0.477581	0.522419	0		0.335308	0.547451	0.114815	0.00242607	0.0674999	0.209784	0.339782	0.382934	
Seg 10	736.267	160	14.825	6.82279	8.00221	0	0.443091	0.556909	0		0.340011	0.545229	0.112289	0.00247129	0.0714364	0.216644	0.336144	0.375776	
Seg 11	765.996	160	14.0897	6.00734	8.08237	0	0.409331	0.590669	0		0.344473	0.542921	0.110085	0.00252054	0.0752801	0.222983	0.332621	0.369116	
Seg 12	794.648	160	13.4426	5.28259	8.15999	0	0.376224	0.623776	0		0.348728	0.540555	0.108144	0.00257334	0.0790436	0.228867	0.32921	0.362879	
Seg 13	822.355	160	12.8679	4.63245	8.23548	0	0.343708	0.656292	0		0.352798	0.538149	0.106424	0.00262936	0.082737	0.23435	0.325907	0.357007	
Seg 14	849.228	160	12.3537	4.04452	8.30918	0	0.311731	0.688269	0		0.356704	0.535717	0.104891	0.00268835	0.0863687	0.239476	0.322705	0.351451	
Seg 15	875.356	160	11.8905	3.50908	8.38139	0	0.280249	0.719751	0		0.360461	0.53327	0.103519	0.00275015	0.089946	0.244282	0.319599	0.346173	
Seg 16	900.82	160	11.4707	3.0184	8.45234	0	0.249224	0.750776	0		0.364084	0.530817	0.102284	0.00281464	0.0934747	0.248801	0.316584	0.341141	
Seg 17	925.686	160	11.0885	2.56623	8.52223	0	0.218624	0.781376	0		0.367584	0.528364	0.10117	0.00288173	0.0969602	0.253059	0.313654	0.336327	
Seg 18	949.996	160	10.7389	2.14772	8.59118	0	0.189101	0.810899	0		0.370968	0.525918	0.100162	0.00295133	0.100405	0.257077	0.310805	0.331713	
Seg 19	973.801	160	10.418	1.75858	8.65938	0	0.160038	0.839962	0		0.374244	0.523483	0.0992492	0.00302341	0.103812	0.260876	0.308034	0.327279	
Seg 20	997.153	160	10.1221	1.39516	8.72696	0	0.131086	0.868914	0		0.377421	0.521061	0.0984198	0.00309796	0.107186	0.264475	0.305334	0.323005	
Seg 21	1015.14	160	9.90623	1.12673	8.7795	0	0.113735	0.886265	0		0.379842	0.519177	0.0978234	0.00315803	0.109806	0.267162	0.303267	0.319764	
Seg 22	1032.75	160	9.70422	0.87282	8.8314	0	0.0899392	0.910061	0		0.382191	0.517317	0.0972733	0.00321916	0.11239	0.269725	0.301255	0.316629	
Seg 23	1050.03	160	9.51477	0.632049	8.88272	0	0.066426	0.933574	0		0.384472	0.515481	0.0967653	0.00328135	0.11494	0.272173	0.299294	0.313593	
Seg 24	1066.98	160	9.33674	0.403213	8.93353	0	0.0431842	0.956816	0		0.386689	0.51367	0.0962959	0.00334458	0.117457	0.274512	0.297382	0.310649	
Seg 25	1083.63	160	9.16912	0.185253	8.98387	0	0.0202033	0.979797	0		0.388845	0.511884	0.0958619	0.00340885	0.119943	0.276751	0.295515	0.30779	
Seg 26	1100.02	160	9.02756	0	9.02756	0	0	1	0		0.122127	0.278661	0.293894	0.305318	0.122127	0.278661	0.293894	0.305318	
Seg 27	1116.39	160	9.02163	0	9.02163	0	0	1	0		0.122127	0.278661	0.293894	0.305318	0.122127	0.278661	0.293894	0.305318	
Seg 28	1132.76	160	9.01574	0	9.01574	0	0	1	0		0.122127	0.278661	0.293894	0.305318	0.122127	0.278661	0.293894	0.305318	
Seg 29	1149.12	160	9.0099	0	9.0099	0	0	1	0		0.122127	0.278661	0.293894	0.305318	0.122127	0.278661	0.293894	0.305318	
Seg 30	1165.47	160	9.0041	0	9.0041	0	0	1	0		0.122127	0.278661	0.293894	0.305318	0.122127	0.278661	0.293894	0.305318	


280.336   	300       	160       	204.696   	5961.18   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	47.5465	40.8647	6.68174	0	0.859469	0.140531	0		0.259809	0.54418	0.193308	0.00270222	0.0221977	0.0963316	0.365584	0.515886	
Seg 1	369.385	160	36.4447	29.5111	6.93351	0	0.802581	0.197419	0		0.273948	0.553839	0.169751	0.00246229	0.0288887	0.119174	0.368747	0.48319	
Seg 2	427.567	160	30.2019	23.0815	7.12034	0	0.754606	0.245394	0		0.284722	0.558118	0.154804	0.00235671	0.03479	0.137451	0.367219	0.460541	
Seg 3	478.425	160	26.1259	18.8533	7.27259	0	0.710077	0.289923	0		0.293589	0.559775	0.144325	0.00231078	0.0401591	0.152703	0.364034	0.443105	
Seg 4	524.081	160	23.2187	15.8151	7.4036	0	0.66801	0.33199	0		0.301232	0.559977	0.136494	0.00229703	0.0451452	0.165793	0.360218	0.428844	
Seg 5	565.828	160	21.021	13.5007	7.5203	0	0.627851	0.372149	0		0.308017	0.559299	0.130381	0.00230298	0.0498417	0.177254	0.356186	0.416718	
Seg 6	604.52	160	19.2899	11.6631	7.62677	0	0.589226	0.410774	0		0.314167	0.558058	0.125453	0.0023221	0.0543111	0.187438	0.352121	0.406129	
Seg 7	640.751	160	17.8842	10.1586	7.72556	0	0.55187	0.44813	0		0.319824	0.55644	0.121385	0.00235067	0.0585977	0.196592	0.34811	0.3967	
Seg 8	674.954	160	16.7155	8.89706	7.81843	0	0.515585	0.484415	0		0.325086	0.554564	0.117964	0.0023864	0.0627339	0.204894	0.344193	0.388178	
Seg 9	707.457	160	15.7256	7.81899	7.90661	0	0.480222	0.519778	0		0.330021	0.552508	0.115043	0.00242784	0.0667444	0.212481	0.340388	0.380386	
Seg 10	738.512	160	14.8743	6.88335	7.99099	0	0.445666	0.554334	0		0.334682	0.550325	0.112519	0.00247398	0.0706484	0.219456	0.336701	0.373194	
Seg 11	768.319	160	14.1331	6.06083	8.07226	0	0.411822	0.588178	0		0.339107	0.548052	0.110317	0.00252418	0.0744611	0.225902	0.333132	0.366505	
Seg 12	797.041	160	13.4808	5.32984	8.15097	0	0.378616	0.621384	0		0.343327	0.545715	0.10838	0.00257794	0.0781947	0.231886	0.329678	0.360242	
Seg 13	824.81	160	12.9017	4.67413	8.22753	0	0.345987	0.654013	0		0.347365	0.543336	0.106664	0.00263495	0.0818593	0.237461	0.326333	0.354346	
Seg 14	851.737	160	12.3835	4.08117	8.30231	0	0.313882	0.686118	0		0.351243	0.540927	0.105135	0.00269496	0.0854634	0.242675	0.323092	0.34877	
Seg 15	877.914	160	11.9167	3.54116	8.37557	0	0.28226	0.71774	0		0.354974	0.538501	0.103766	0.0027578	0.0890141	0.247563	0.319949	0.343474	
Seg 16	903.42	160	11.4939	3.04628	8.44757	0	0.251082	0.748918	0		0.358574	0.536067	0.102536	0.00282335	0.0925172	0.252159	0.316898	0.338426	
Seg 17	928.324	160	11.1087	2.59022	8.51851	0	0.220318	0.779682	0		0.362052	0.53363	0.101426	0.00289154	0.095978	0.25649	0.313934	0.333598	
Seg 18	952.668	160	10.7566	2.16806	8.58854	0	0.190571	0.809429	0		0.365416	0.531198	0.100423	0.00296228	0.0993988	0.260578	0.311053	0.32897	
Seg 19	976.504	160	10.4333	1.77553	8.65779	0	0.161336	0.838664	0		0.368674	0.528776	0.0995147	0.00303552	0.102783	0.264443	0.30825	0.324523	
Seg 20	999.881	160	10.1353	1.40891	8.72642	0	0.1322	0.8678	0		0.371834	0.526364	0.0986899	0.00311127	0.106136	0.268105	0.305521	0.320239	
Seg 21	1017.89	160	9.91781	1.138	8.77981	0	0.114738	0.885262	0		0.374244	0.524486	0.098097	0.00317234	0.10874	0.27084	0.303431	0.316988	
Seg 22	1035.53	160	9.71428	0.881715	8.83256	0	0.0907617	0.909238	0		0.376584	0.522632	0.0975503	0.0032345	0.111309	0.27345	0.301397	0.313845	
Seg 23	1052.83	160	9.52343	0.63869	8.88474	0	0.067063	0.932937	0		0.378855	0.520801	0.0970459	0.00329772	0.113844	0.275941	0.299414	0.310801	
Seg 24	1069.8	160	9.3441	0.407705	8.93639	0	0.043631	0.956369	0		0.381064	0.518994	0.0965801	0.00336201	0.116347	0.278322	0.297481	0.30785	
Seg 25	1086.46	160	9.17527	0.18769	8.98758	0	0.0204554	0.979545	0		0.383211	0.517212	0.0961496	0.00342735	0.118819	0.280601	0.295595	0.304985	
Seg 26	1102.86	160	9.0322	0	9.0322	0	0	1	0		0.120999	0.282552	0.29395	0.302498	0.120999	0.282552	0.29395	0.302498	
Seg 27	1119.26	160	9.0262	0	9.0262	0	0	1	0		0.120999	0.282552	0.29395	0.302498	0.120999	0.282552	0.29395	0.302498	
Seg 28	1135.64	160	9.02025	0	9.02025	0	0	1	0		0.120999	0.282552	0.29395	0.302498	0.120999	0.282552	0.29395	0.302498	
Seg 29	1152.01	160	9.01434	0	9.01434	0	0	1	0		0.120999	0.282552	0.29395	0.302498	0.120999	0.282552	0.29395	0.302498	
Seg 30	1168.37	160	9.00848	0	9.00848	0	0	1	0		0.120999	0.282552	0.29395	0.302498	0.120999	0.282552	0.29395	0.302498	


284.084   	300       	160       	212.311   	5882.65   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	48.9807	42.3867	6.594	0	0.865376	0.134624	0		0.246979	0.555465	0.194862	0.00269366	0.0211411	0.0984403	0.368268	0.51215	
Seg 1	370.959	160	37.3067	30.4496	6.85712	0	0.809378	0.190622	0		0.260672	0.56603	0.170849	0.00244961	0.0276732	0.122458	0.371755	0.478114	
Seg 2	430.25	160	30.8077	23.7561	7.0516	0	0.761839	0.238161	0		0.271083	0.570872	0.1557	0.00234465	0.0334262	0.141642	0.370186	0.454745	
Seg 3	481.952	160	26.5876	19.3778	7.20979	0	0.717625	0.282375	0		0.279649	0.572931	0.14512	0.0023006	0.038657	0.157638	0.366857	0.436848	
Seg 4	528.281	160	23.5878	16.242	7.34581	0	0.675778	0.324222	0		0.287035	0.573442	0.137234	0.00228916	0.0435134	0.17136	0.362866	0.42226	
Seg 5	570.583	160	21.3253	13.8583	7.46696	0	0.635755	0.364245	0		0.293598	0.573014	0.131091	0.00229757	0.0480876	0.183372	0.358653	0.409887	
Seg 6	609.741	160	19.5461	11.9686	7.5775	0	0.597191	0.402809	0		0.299552	0.571981	0.126148	0.00231925	0.0524414	0.194045	0.354411	0.399103	
Seg 7	646.369	160	18.1032	10.4231	7.68011	0	0.559826	0.440174	0		0.305035	0.570541	0.122074	0.00235042	0.0566181	0.203638	0.350229	0.389515	
Seg 8	680.914	160	16.9047	9.12809	7.7766	0	0.523471	0.476529	0		0.310141	0.568818	0.118652	0.00238879	0.0606497	0.21234	0.346151	0.38086	
Seg 9	713.713	160	15.8903	8.02207	7.86826	0	0.487981	0.512019	0		0.314936	0.566896	0.115735	0.00243291	0.0645603	0.220292	0.342192	0.372955	
Seg 10	745.027	160	15.0186	7.06255	7.95603	0	0.453243	0.546757	0		0.31947	0.564831	0.113217	0.0024818	0.0683686	0.227604	0.338361	0.365666	
Seg 11	775.062	160	14.2599	6.21926	8.04061	0	0.419167	0.580833	0		0.32378	0.562662	0.111023	0.00253478	0.0720895	0.234363	0.334655	0.358893	
Seg 12	803.984	160	13.5925	5.46994	8.12256	0	0.385683	0.614317	0		0.327895	0.560418	0.109095	0.0025914	0.075735	0.240639	0.33107	0.352556	
Seg 13	831.929	160	13.0002	4.79785	8.20233	0	0.35273	0.64727	0		0.331838	0.558121	0.10739	0.00265133	0.079315	0.246488	0.327602	0.346595	
Seg 14	859.011	160	12.4704	4.1901	8.28028	0	0.32026	0.67974	0		0.335627	0.555786	0.105872	0.00271433	0.0828376	0.251957	0.324244	0.340961	
Seg 15	885.326	160	11.9933	3.6366	8.3567	0	0.288231	0.711769	0		0.339279	0.553426	0.104515	0.00278025	0.0863097	0.257087	0.32099	0.335613	
